,ifile,normx,normy,normwidth,normheight,ilabel,num_labels
0,0,0.0158321334855507,0.3391494002181025,0.0292745109732824,0.2268266085059977,"[0, 12, 34]",3
1,0,0.0364437789667393,0.3527808069792801,0.0549643879498364,0.223555070883315,"[0, 34]",2
2,0,0.0899145694179388,0.3438665546680816,0.0495874369547434,0.2190090090090085,"[0, 34]",2
3,0,0.2820910364980914,0.2782606324972736,0.0325462189885496,0.1365212649945472,"[0, 34]",2
4,1,0.890140297190068,0.3403456318517944,0.0656515452683276,0.2517698242012903,"[4, 26, 30]",3
5,2,0.8452214421452702,0.3828828828828828,0.0987119932432432,0.2792792792792792,"[4, 26]",2
6,3,0.2622745988175676,0.3131081081081081,0.0845491976351349,0.2137837837837837,"[4, 30, 34]",3
7,3,0.5425816677246167,0.3102899524703755,0.0544176453527887,0.1934741491133041,"[4, 34]",2
8,4,0.2971538583847406,0.2899687824212996,0.1049033280547492,0.2094741998632829,"[4, 34]",2
9,6,0.3815639756760812,0.2453064990995574,0.054031777106797,0.137261709170157,"[4, 26, 30]",3
10,6,0.4466980956171726,0.6215833705744557,0.0836159509235182,0.5108169986884845,"[0, 2, 39]",3
11,6,0.6056700728194402,0.4612601626016253,0.0715807229815165,0.342520325203252,"[0, 26, 39]",3
12,7,0.0741797283176593,0.3766686762007892,0.0716405433646812,0.2533373524015799,"[0, 26]",2
13,7,0.1806169499577701,0.3052242353850334,0.0412338999155406,0.1573559762599012,"[0, 22, 31]",3
14,8,0.1549111807732497,0.1621227953516354,0.0172413793103448,0.0476831751034221,"[0, 34]",2
15,8,0.1714165383425332,0.3674703298160137,0.0707651084184691,0.2377747165947966,"[0, 12, 34, 39]",4
16,8,0.1797283176593521,0.1630764588537039,0.0167189132706374,0.0457758480992852,"[0, 34]",2
17,8,0.4591082723756977,0.3753598691384949,0.0444861372278848,0.21071973827699,"[0, 34, 39]",3
18,8,0.7949999999999992,0.4177041521905283,0.0699999999999999,0.2954083043810569,"[0, 34, 39]",3
19,8,0.91,0.3376335877862594,0.0399999999999999,0.215267175572519,"[0, 12, 26]",3
20,8,0.965,0.38,0.0700000000000004,0.2799999999999999,"[0, 34]",2
21,8,0.9856321839080456,0.2442967980212413,0.0287356321839073,0.0994988871985575,"[0, 34]",2
22,9,0.0154719562243501,0.2793637753571767,0.0309439124487003,0.2187275507143535,"[0, 26]",2
23,9,0.2351299589603285,0.3012425169047846,0.0502599179206565,0.1367630527971582,"[0, 22]",2
24,9,0.3391766278665375,0.2971708258702755,0.0800544667069027,0.1357213527330122,"[4, 22]",2
25,9,0.4891039671682632,0.322485033809569,0.0382079343365251,0.2099880270476552,"[0, 12, 34]",3
26,9,0.7470064768635452,0.2994615046791088,0.0623724103624093,0.2160350853085751,"[0, 34]",2
27,9,0.8537416254849584,0.278321282056708,0.0453709508881919,0.2017358142649618,"[0, 34]",2
28,9,0.8586805753136311,0.3380702269311747,0.0797334829619486,0.2392035169254121,"[0, 34]",2
29,9,0.9100113141414612,0.3225541776749721,0.0673371528388282,0.2098497393168494,"[0, 34]",2
30,10,0.0687157442235358,0.3008849390960524,0.113315421816228,0.2017698781921052,"[4, 26, 30]",3
31,10,0.3243142696396416,0.2354760065465357,0.0360893543263049,0.1309520130930717,"[0, 34]",2
32,10,0.5156421278882324,0.2458849390960526,0.0312842557764644,0.1517698781921053,"[0, 34, 39]",3
33,10,0.7203744910798955,0.3057890550094296,0.0744793896833028,0.2115781100188596,"[4, 34, 39]",3
34,10,0.8017168189145611,0.1598082318267542,0.0192539095114644,0.0678465854614034,"[0, 34]",2
35,10,0.8860827512090278,0.1284878369304831,0.0161203653949489,0.0451178664030704,"[0, 26]",2
36,11,0.4477667069929116,0.3298146128680479,0.0755334139858225,0.2396292257360958,"[4, 34]",2
37,12,0.6968727480598642,0.4422838137472285,0.1537454961197338,0.3331263858093125,"[4, 26, 30]",3
38,13,0.0739592403132972,0.3691745231467689,0.0711995673559571,0.2430904302604426,"[0, 34, 39]",3
39,13,0.3756063007492142,0.2653598691384952,0.0344843095136966,0.1550817884405672,"[0, 34]",2
40,13,0.4382162862692274,0.3506556963778531,0.0429984014255572,0.2295937326532343,"[0, 26]",2
41,14,0.130151515151515,0.4271524762655133,0.0573145245559038,0.3143049525310262,"[0, 26]",2
42,14,0.1835781169254922,0.5085387131952007,0.1119618141315665,0.4309051254089412,"[0, 26]",2
43,14,0.5267271196454703,0.4154217711527755,0.0850947826556228,0.2898629452600451,"[0, 12, 26]",3
44,16,0.3714231938243599,0.301653515352772,0.0828463876487213,0.1823264336600383,"[4, 26, 30, 33]",4
45,16,0.5397795119956377,0.2962871237091442,0.0395590239912757,0.1877789963645092,"[0, 21, 26]",3
46,17,0.3228030211335234,0.4499073064340234,0.0782915177111428,0.099814612868048,[48],1
47,17,0.3582544543899332,0.3620238250413388,0.1501139244538466,0.2736395990893269,"[4, 11, 34]",3
48,18,0.9781347962382444,0.5363576881134131,0.043730407523511,0.3927153762268263,"[0, 26]",2
49,19,0.0689221843949318,0.1659620709812498,0.0284399800751302,0.1519241419624996,"[0, 26]",2
50,19,0.2874671445639188,0.2531165561587493,0.0549342891278375,0.2262331123174985,"[0, 26]",2
51,19,0.3115292712066905,0.1585910881012434,0.0280764635603344,0.1478593603349938,"[0, 34]",2
52,19,0.3168286311389761,0.1902752370312707,0.0336572622779513,0.1623932197825431,"[0, 12, 26]",3
53,19,0.3397789725209081,0.2313279348643745,0.03,0.1978862129437492,"[0, 26]",2
54,19,0.3716487455197132,0.1797696567849996,0.0277658303464753,0.1699999999999997,"[0, 26]",2
55,19,0.3979211469534053,0.1996748342381242,0.0319474313022697,0.1593496684762482,"[0, 26]",2
56,19,0.3999999999999997,0.2916937987474993,0.0399999999999999,0.2323848283924999,"[0, 26]",2
57,19,0.4114934289127837,0.1659620709812498,0.0229868578255673,0.1519241419624996,"[0, 26]",2
58,19,0.504480286738352,0.068711466318077,0.016129032258064,0.0915205930438363,"[0, 26]",2
59,19,0.5471923536439666,0.0554472601256227,0.014336917562724,0.070352437578747,"[0, 26]",2
60,19,0.7981421744324966,0.1919241419624994,0.0443369175627243,0.1399999999999999,"[0, 34, 39]",3
61,20,0.9359723037981922,0.4316357688113412,0.0686728995811153,0.2599781897491823,"[0, 34]",2
62,21,0.1606513299274758,0.3784078516902946,0.0579937304075236,0.0872410032715376,[48],1
63,21,0.1960187720994009,0.3442742638298954,0.129968578681562,0.229246455685963,"[4, 11, 34]",3
64,21,0.6932859144969996,0.3196469722775269,0.0465718289940022,0.2497573095343686,"[0, 2, 39]",3
65,22,0.1989448421399056,0.1964975309191981,0.0346561513254227,0.1010199584958212,"[0, 19, 22]",3
66,22,0.3547795119956375,0.2100995349819975,0.029559023991276,0.1306624349433109,"[0, 26]",2
67,22,0.4704540101511956,0.3523092117306255,0.0725485636670731,0.2455451534198823,"[0, 34]",2
68,23,0.021269592476489,0.2428609905062052,0.042539184952978,0.1257219810124106,"[0, 34]",2
69,23,0.593123589809961,0.3995365321701196,0.0673369374124713,0.2990730643402394,"[4, 26]",2
70,24,0.0525320125068157,0.3822951174963239,0.0716642669711014,0.195495360401591,"[0, 34]",2
71,25,0.900763287303888,0.4054134306748743,0.103796586555207,0.2733337707927406,"[7, 34]",2
72,26,0.8221734587251828,0.3310905125408941,0.1076280041797281,0.2618102508178843,"[4, 26, 30]",3
73,27,0.0293320189156778,0.274814612868048,0.0586640378313556,0.1696292257360959,"[0, 34]",2
74,27,0.1194807924959105,0.2292273410096069,0.0389615849918211,0.1584546820192141,"[0, 34]",2
75,27,0.3786628654920922,0.1712779367071377,0.0373257309841872,0.1025558734142755,"[0, 26]",2
76,27,0.5111308529852784,0.3228410012293541,0.0622617059705558,0.2056820024587084,"[0, 26]",2
77,27,0.6777655346536491,0.2686911688906017,0.043899904656713,0.1803930166353712,"[0, 34]",2
78,27,0.7656116454811884,0.3126335877862594,0.0712232909623773,0.225267175572519,"[0, 26]",2
79,28,0.0562774539704751,0.3459869138495087,0.1107910039060539,0.2854307524536525,"[4, 11, 34, 48]",4
80,28,0.0684020760805204,0.3945581263606122,0.0830533996383047,0.0963799304848804,[48],1
81,28,0.8294111642681379,0.1830861504907304,0.0441932794244665,0.1574482006543076,"[0, 26]",2
82,28,0.9136628654920924,0.214640130861505,0.0473257309841873,0.1299781897491822,"[0, 2]",2
83,28,0.9159743899945472,0.1429934569247546,0.0223897559978193,0.0685387131952017,"[0, 34]",2
84,28,0.9728735632183902,0.2649073064340237,0.0542528735632185,0.1898146128680479,"[0, 26]",2
85,29,0.3790398164871864,0.2127262813522353,0.0249359749863686,0.105452562704471,"[0, 34, 39]",3
