,ifile,normx,normy,normwidth,normheight,ilabel,num_labels
0,0,0.3960482867152932,0.5691317212710176,0.2920965734305833,0.578449649379981,"[5, 7, 20, 27]",4
1,0,0.6146464234506775,0.4231928779678096,0.1071178285225713,0.2616434540389969,"[0, 5, 20]",3
2,0,0.7783339243381908,0.6402725347159821,0.2590801828196771,0.5073867739605898,"[4, 5, 23, 27]",4
3,1,0.1396231721034873,0.3819951316708972,0.1127446569178856,0.2519221067343488,"[4, 27, 30]",3
4,1,0.2491473150861658,0.3929758588672234,0.0509657265821123,0.2273816155988854,"[0, 30]",2
5,1,0.3299999999999995,0.4678922934076137,0.0599999999999999,0.3557845868152274,"[0, 30]",2
6,1,0.4228350791653308,0.4118141237567343,0.0722150837082002,0.2436282475134677,"[0, 30]",2
7,2,0.1865367391347582,0.4519637883008362,0.0632543004613109,0.2839275766016712,"[0, 30]",2
8,2,0.2510469862271739,0.3578922934076136,0.0420939724543484,0.2264995357474469,"[0, 30]",2
9,2,0.5656861642294715,0.4078831601015233,0.0558717660292461,0.2478344768104908,"[0, 30]",2
10,2,0.5791879449086966,0.5133565459610026,0.0615168484989169,0.2899999999999996,"[0, 30]",2
11,3,0.0849027688941682,0.3224610136452236,0.0381088445216049,0.1887621832358672,"[0, 30]",2
12,3,0.1013546553535648,0.4674703122709281,0.0815168484989166,0.3006406685236766,"[0, 30]",2
13,3,0.1399064429012345,0.2430555555555555,0.0417631172839506,0.1342592592592592,"[0, 15, 30]",3
14,3,0.1724111951550767,0.2616715399610135,0.0236644517951098,0.1401851851851852,"[0, 30]",2
15,3,0.1934199600854791,0.245665347212041,0.016510972802538,0.1250149049503983,"[0, 30]",2
16,3,0.2147478070175438,0.3571052631578947,0.0399999999999999,0.17,"[0, 23, 28]",3
17,3,0.2576260964912281,0.3108479532163743,0.0399999999999999,0.1718518518518522,"[0, 12, 23]",3
18,3,0.2808162006578946,0.5460526315789472,0.1087541118421056,0.3952631578947372,"[4, 23, 27]",3
19,3,0.3222100114128753,0.3277623026926647,0.0246041763385948,0.074280408542247,"[0, 30]",2
20,3,0.3511724451347146,0.4423684210526313,0.0473289035902194,0.2699999999999998,"[0, 23]",2
21,3,0.4766318311810746,0.3370424804660987,0.0494228760445681,0.1901851851851851,"[0, 30]",2
22,3,0.7163941873274037,0.3303460038986353,0.0440950520833329,0.1964814814814813,"[0, 30, 35]",3
